Member_number,Date,productId,items,productName,price,Category,total_payment,Year-Month
4780,2015-06-09,20,2,brown bread,0.8,Bakery & Sweets,1.6,2015-06
4085,2015-09-29,44,1,newspapers,3.2,Specialty & Seasonal,3.2,2015-09
3236,2015-01-26,37,1,herbs,6.5,Fresh Food,6.5,2015-01
2040,2015-05-31,1,2,tropical fruit,7.8,Fresh Food,15.6,2015-05
2370,2015-02-04,58,3,ice cream,1.8,Frozen & Processed Food,5.4,2015-02
4249,2015-02-27,64,3,UHT-milk,2.1,Dairy,6.300000000000001,2015-02
2836,2015-08-14,16,2,butter milk,6.1,Dairy,12.2,2015-08
1220,2015-01-01,70,3,margarine,3.5,Pantry Staples,10.5,2015-01
3520,2015-01-02,25,2,canned beer,1.1,Beverages,2.2,2015-01
2566,2015-01-31,24,1,pastry,3.1,Bakery & Sweets,3.1,2015-01
2655,2015-01-05,24,3,pastry,3.1,Bakery & Sweets,9.3,2015-01
4147,2015-04-18,34,3,flour,2.1,Pantry Staples,6.300000000000001,2015-04
3364,2015-08-30,53,1,specialty chocolate,18.8,Bakery & Sweets,18.8,2015-08
2370,2015-01-14,50,1,bottled beer,1.8,Beverages,1.8,2015-01
3809,2015-02-08,52,3,dog food,12.6,Pet Care,37.8,2015-02
3744,2015-11-06,28,3,misc. beverages,1.2,Beverages,3.5999999999999996,2015-11
1588,2015-01-19,49,2,beverages,1.1,Beverages,2.2,2015-01
4304,2015-02-01,3,2,pip fruit,3.0,Fresh Food,6.0,2015-02
2240,2015-09-20,14,3,chocolate,11.5,Bakery & Sweets,34.5,2015-09
3175,2015-06-05,4,2,other vegetables,0.8,Fresh Food,1.6,2015-06
1231,2015-10-27,76,1,sliced cheese,4.2,Dairy,4.2,2015-10
3599,2015-06-11,49,2,beverages,1.1,Beverages,2.2,2015-06
3738,2015-04-01,18,2,yogurt,2.2,Dairy,4.4,2015-04
1593,2015-08-08,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2015-08
1319,2015-01-10,159,2,rice,11.1,Pantry Staples,22.2,2015-01
2105,2015-01-21,1,3,tropical fruit,7.8,Fresh Food,23.4,2015-01
2056,2015-07-03,17,3,bottled water,0.5,Beverages,1.5,2015-07
3139,2015-04-21,66,3,onions,1.3,Fresh Food,3.9000000000000004,2015-04
1098,2015-01-19,71,1,shopping bags,5.12,Household & Hygiene,5.12,2015-01
2601,2015-10-22,70,2,margarine,3.5,Pantry Staples,7.0,2015-10
2694,2015-06-19,50,2,bottled beer,1.8,Beverages,3.6,2015-06
4524,2015-12-26,22,2,root vegetables,1.8,Fresh Food,3.6,2015-12
1165,2015-04-13,13,3,packaged fruit/vegetables,3.5,Fresh Food,10.5,2015-04
3705,2015-09-07,22,1,root vegetables,1.8,Fresh Food,1.8,2015-09
1634,2015-05-28,17,3,bottled water,0.5,Beverages,1.5,2015-05
2030,2015-09-04,38,2,soda,0.8,Beverages,1.6,2015-09
4989,2015-06-19,123,3,mustard,5.2,Pantry Staples,15.600000000000001,2015-06
1715,2015-07-04,56,3,white wine,14.2,Beverages,42.599999999999994,2015-07
4552,2015-08-13,69,2,domestic eggs,1.25,Fresh Food,2.5,2015-08
1303,2015-03-29,2,3,whole milk,1.8,Dairy,5.4,2015-03
1430,2015-02-09,21,3,hamburger meat,12.3,Fresh Food,36.900000000000006,2015-02
4559,2015-05-12,18,1,yogurt,2.2,Dairy,2.2,2015-05
3848,2015-11-18,71,3,shopping bags,5.12,Household & Hygiene,15.36,2015-11
2162,2015-06-19,6,1,pot plants,3.5,Household & Hygiene,3.5,2015-06
3719,2015-12-17,4,2,other vegetables,0.8,Fresh Food,1.6,2015-12
3153,2015-04-28,44,1,newspapers,3.2,Specialty & Seasonal,3.2,2015-04
4462,2015-04-02,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2015-04
2420,2015-09-27,59,2,hard cheese,4.5,Dairy,9.0,2015-09
3971,2015-06-17,21,3,hamburger meat,12.3,Fresh Food,36.900000000000006,2015-06
1611,2015-02-26,18,3,yogurt,2.2,Dairy,6.6000000000000005,2015-02
1554,2015-05-21,1,3,tropical fruit,7.8,Fresh Food,23.4,2015-05
4624,2015-11-27,76,1,sliced cheese,4.2,Dairy,4.2,2015-11
3337,2015-06-10,2,2,whole milk,1.8,Dairy,3.6,2015-06
2265,2015-09-25,128,2,soft cheese,7.2,Dairy,14.4,2015-09
4999,2015-01-24,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,2015-01
4102,2015-11-03,44,1,newspapers,3.2,Specialty & Seasonal,3.2,2015-11
3853,2015-07-04,1,3,tropical fruit,7.8,Fresh Food,23.4,2015-07
2265,2015-06-13,83,3,white bread,0.3,Bakery & Sweets,0.8999999999999999,2015-06
2452,2015-08-11,16,3,butter milk,6.1,Dairy,18.299999999999997,2015-08
2829,2015-12-19,100,3,chewing gum,0.5,Specialty & Seasonal,1.5,2015-12
3926,2015-08-20,83,1,white bread,0.3,Bakery & Sweets,0.3,2015-08
3960,2015-10-21,41,3,processed cheese,6.4,Dairy,19.200000000000003,2015-10
1116,2015-01-29,61,1,liquor,8.5,Beverages,8.5,2015-01
2663,2015-10-21,103,3,semi-finished bread,1.1,Frozen & Processed Food,3.3000000000000003,2015-10
2164,2015-11-24,2,1,whole milk,1.8,Dairy,1.8,2015-11
3950,2015-05-12,17,3,bottled water,0.5,Beverages,1.5,2015-05
1252,2015-04-13,6,2,pot plants,3.5,Household & Hygiene,7.0,2015-04
4804,2015-12-27,11,2,butter,3.2,Dairy,6.4,2015-12
4041,2015-09-07,18,2,yogurt,2.2,Dairy,4.4,2015-09
1894,2015-08-04,2,1,whole milk,1.8,Dairy,1.8,2015-08
4977,2015-08-20,128,2,soft cheese,7.2,Dairy,14.4,2015-08
2171,2015-09-03,128,3,soft cheese,7.2,Dairy,21.6,2015-09
3417,2015-12-15,35,3,sugar,1.2,Bakery & Sweets,3.5999999999999996,2015-12
1175,2015-06-10,71,3,shopping bags,5.12,Household & Hygiene,15.36,2015-06
4946,2015-02-17,52,1,dog food,12.6,Pet Care,12.6,2015-02
4662,2015-06-27,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,2015-06
2869,2015-12-10,22,2,root vegetables,1.8,Fresh Food,3.6,2015-12
4053,2015-03-22,10,1,chicken,7.2,Fresh Food,7.2,2015-03
4574,2015-11-30,70,3,margarine,3.5,Pantry Staples,10.5,2015-11
1110,2015-11-15,11,3,butter,3.2,Dairy,9.600000000000001,2015-11
4700,2015-03-04,2,3,whole milk,1.8,Dairy,5.4,2015-03
2565,2015-04-29,3,1,pip fruit,3.0,Fresh Food,3.0,2015-04
2468,2015-03-13,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2015-03
4836,2015-11-13,76,2,sliced cheese,4.2,Dairy,8.4,2015-11
3504,2015-09-22,56,1,white wine,14.2,Beverages,14.2,2015-09
1333,2015-04-03,25,3,canned beer,1.1,Beverages,3.3000000000000003,2015-04
4039,2015-12-27,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,2015-12
2077,2015-05-15,11,1,butter,3.2,Dairy,3.2,2015-05
3519,2015-12-13,22,1,root vegetables,1.8,Fresh Food,1.8,2015-12
2989,2015-01-30,37,2,herbs,6.5,Fresh Food,13.0,2015-01
3737,2015-05-05,6,1,pot plants,3.5,Household & Hygiene,3.5,2015-05
3558,2015-09-19,2,3,whole milk,1.8,Dairy,5.4,2015-09
3036,2015-07-13,22,2,root vegetables,1.8,Fresh Food,3.6,2015-07
3180,2015-07-03,70,3,margarine,3.5,Pantry Staples,10.5,2015-07
2978,2015-05-09,49,3,beverages,1.1,Beverages,3.3000000000000003,2015-05
3985,2015-10-23,85,3,cling film/bags,2.2,Household & Hygiene,6.6000000000000005,2015-10
4903,2015-12-08,45,1,curd,9.8,Dairy,9.8,2015-12
2835,2015-10-09,66,1,onions,1.3,Fresh Food,1.3,2015-10
3783,2015-06-22,49,3,beverages,1.1,Beverages,3.3000000000000003,2015-06
1486,2015-12-14,66,1,onions,1.3,Fresh Food,1.3,2015-12
4589,2015-10-08,2,3,whole milk,1.8,Dairy,5.4,2015-10
4827,2015-11-27,20,1,brown bread,0.8,Bakery & Sweets,0.8,2015-11
3361,2015-06-28,73,1,oil,3.4,Pantry Staples,3.4,2015-06
4681,2015-09-11,83,2,white bread,0.3,Bakery & Sweets,0.6,2015-09
4197,2015-10-26,82,1,pet care,5.8,Pet Care,5.8,2015-10
3701,2015-01-22,83,2,white bread,0.3,Bakery & Sweets,0.6,2015-01
4195,2015-10-01,22,2,root vegetables,1.8,Fresh Food,3.6,2015-10
3429,2015-04-01,59,2,hard cheese,4.5,Dairy,9.0,2015-04
2430,2015-01-20,22,3,root vegetables,1.8,Fresh Food,5.4,2015-01
4330,2015-04-08,69,1,domestic eggs,1.25,Fresh Food,1.25,2015-04
1783,2015-03-18,21,3,hamburger meat,12.3,Fresh Food,36.900000000000006,2015-03
4025,2015-11-04,7,2,citrus fruit,1.5,Fresh Food,3.0,2015-11
3399,2015-07-19,18,1,yogurt,2.2,Dairy,2.2,2015-07
4766,2015-01-03,44,3,newspapers,3.2,Specialty & Seasonal,9.600000000000001,2015-01
3562,2015-08-13,2,2,whole milk,1.8,Dairy,3.6,2015-08
2447,2015-01-21,6,3,pot plants,3.5,Household & Hygiene,10.5,2015-01
1396,2015-07-22,27,3,coffee,8.5,Beverages,25.5,2015-07
4633,2015-04-26,17,1,bottled water,0.5,Beverages,0.5,2015-04
4695,2015-01-05,38,1,soda,0.8,Beverages,0.8,2015-01
1706,2015-08-14,115,3,waffles,2.5,Bakery & Sweets,7.5,2015-08
3872,2015-11-23,40,1,grapes,9.4,Fresh Food,9.4,2015-11
1444,2015-10-14,22,1,root vegetables,1.8,Fresh Food,1.8,2015-10
4753,2015-11-08,8,3,beef,19.5,Fresh Food,58.5,2015-11
4580,2015-11-29,2,1,whole milk,1.8,Dairy,1.8,2015-11
2516,2015-04-03,2,1,whole milk,1.8,Dairy,1.8,2015-04
2415,2015-08-08,30,2,turkey,12.5,Fresh Food,25.0,2015-08
3925,2015-03-25,22,1,root vegetables,1.8,Fresh Food,1.8,2015-03
4996,2015-11-24,17,2,bottled water,0.5,Beverages,1.0,2015-11
4569,2015-07-27,3,3,pip fruit,3.0,Fresh Food,9.0,2015-07
3509,2015-04-11,1,2,tropical fruit,7.8,Fresh Food,15.6,2015-04
2252,2015-10-08,45,3,curd,9.8,Dairy,29.400000000000002,2015-10
1634,2015-02-09,18,1,yogurt,2.2,Dairy,2.2,2015-02
4112,2015-04-27,47,1,popcorn,2.4,Bakery & Sweets,2.4,2015-04
4042,2015-08-08,80,2,salty snack,0.5,Snacks,1.0,2015-08
4473,2015-06-26,104,3,cat food,11.2,Pet Care,33.599999999999994,2015-06
3878,2015-04-30,11,1,butter,3.2,Dairy,3.2,2015-04
2266,2015-09-30,18,2,yogurt,2.2,Dairy,4.4,2015-09
3304,2015-11-30,4,2,other vegetables,0.8,Fresh Food,1.6,2015-11
3757,2015-02-04,123,2,mustard,5.2,Pantry Staples,10.4,2015-02
3440,2015-12-21,3,1,pip fruit,3.0,Fresh Food,3.0,2015-12
4328,2015-02-04,80,3,salty snack,0.5,Snacks,1.5,2015-02
3737,2015-12-06,13,1,packaged fruit/vegetables,3.5,Fresh Food,3.5,2015-12
3948,2015-06-15,2,1,whole milk,1.8,Dairy,1.8,2015-06
3682,2015-03-05,95,3,frozen fish,5.8,Frozen & Processed Food,17.4,2015-03
2827,2015-10-31,69,2,domestic eggs,1.25,Fresh Food,2.5,2015-10
2650,2015-10-05,4,1,other vegetables,0.8,Fresh Food,0.8,2015-10
1360,2015-12-16,2,2,whole milk,1.8,Dairy,3.6,2015-12
3679,2015-12-23,45,2,curd,9.8,Dairy,19.6,2015-12
4137,2015-03-07,160,3,tea,8.7,Beverages,26.099999999999998,2015-03
4235,2015-12-19,38,3,soda,0.8,Beverages,2.4000000000000004,2015-12
3193,2015-01-31,1,3,tropical fruit,7.8,Fresh Food,23.4,2015-01
1332,2015-12-02,17,2,bottled water,0.5,Beverages,1.0,2015-12
4821,2015-11-28,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,2015-11
1837,2015-07-09,6,1,pot plants,3.5,Household & Hygiene,3.5,2015-07
3665,2015-09-23,16,2,butter milk,6.1,Dairy,12.2,2015-09
2659,2015-05-08,69,3,domestic eggs,1.25,Fresh Food,3.75,2015-05
1322,2015-01-09,100,3,chewing gum,0.5,Specialty & Seasonal,1.5,2015-01
1599,2015-05-29,6,3,pot plants,3.5,Household & Hygiene,10.5,2015-05
2933,2015-04-06,37,3,herbs,6.5,Fresh Food,19.5,2015-04
3963,2015-02-21,63,2,liquor (appetizer),11.2,Beverages,22.4,2015-02
4178,2015-06-03,18,3,yogurt,2.2,Dairy,6.6000000000000005,2015-06
1052,2015-10-27,18,1,yogurt,2.2,Dairy,2.2,2015-10
4693,2015-08-18,11,2,butter,3.2,Dairy,6.4,2015-08
1329,2015-02-02,39,3,detergent,5.5,Household & Hygiene,16.5,2015-02
3128,2015-06-13,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,2015-06
1175,2015-06-30,8,3,beef,19.5,Fresh Food,58.5,2015-06
2211,2015-03-31,51,2,dessert,1.15,Bakery & Sweets,2.3,2015-03
2093,2015-06-12,24,2,pastry,3.1,Bakery & Sweets,6.2,2015-06
4284,2015-10-14,32,1,red/blush wine,12.2,Beverages,12.2,2015-10
4449,2015-03-30,27,2,coffee,8.5,Beverages,17.0,2015-03
4269,2015-04-01,7,1,citrus fruit,1.5,Fresh Food,1.5,2015-04
1962,2015-04-05,1,3,tropical fruit,7.8,Fresh Food,23.4,2015-04
2250,2015-10-04,4,2,other vegetables,0.8,Fresh Food,1.6,2015-10
1743,2015-11-13,83,3,white bread,0.3,Bakery & Sweets,0.8999999999999999,2015-11
1583,2015-07-28,24,3,pastry,3.1,Bakery & Sweets,9.3,2015-07
4295,2015-10-26,12,2,fruit/vegetable juice,2.1,Beverages,4.2,2015-10
1183,2015-06-29,11,3,butter,3.2,Dairy,9.600000000000001,2015-06
2729,2015-03-21,17,1,bottled water,0.5,Beverages,0.5,2015-03
4035,2015-08-03,75,1,frozen vegetables,2.5,Frozen & Processed Food,2.5,2015-08
1608,2015-08-06,71,1,shopping bags,5.12,Household & Hygiene,5.12,2015-08
1793,2015-07-03,44,2,newspapers,3.2,Specialty & Seasonal,6.4,2015-07
2210,2015-07-09,2,3,whole milk,1.8,Dairy,5.4,2015-07
1885,2015-07-03,16,3,butter milk,6.1,Dairy,18.299999999999997,2015-07
1078,2015-10-28,83,3,white bread,0.3,Bakery & Sweets,0.8999999999999999,2015-10
1016,2015-09-30,73,3,oil,3.4,Pantry Staples,10.2,2015-09
3077,2015-05-29,24,1,pastry,3.1,Bakery & Sweets,3.1,2015-05
3551,2015-05-01,13,2,packaged fruit/vegetables,3.5,Fresh Food,7.0,2015-05
1158,2015-10-17,11,1,butter,3.2,Dairy,3.2,2015-10
2443,2015-06-20,38,1,soda,0.8,Beverages,0.8,2015-06
1395,2015-01-15,49,2,beverages,1.1,Beverages,2.2,2015-01
2454,2015-11-10,2,2,whole milk,1.8,Dairy,3.6,2015-11
3472,2015-04-30,74,1,whipped/sour cream,5.5,Dairy,5.5,2015-04
3547,2015-11-28,69,3,domestic eggs,1.25,Fresh Food,3.75,2015-11
1038,2015-02-21,11,2,butter,3.2,Dairy,6.4,2015-02
3915,2015-09-11,109,2,canned fruit,4.96,Frozen & Processed Food,9.92,2015-09
2719,2015-04-19,26,1,berries,10.8,Fresh Food,10.8,2015-04
2234,2015-12-23,115,3,waffles,2.5,Bakery & Sweets,7.5,2015-12
1565,2015-12-14,160,2,tea,8.7,Beverages,17.4,2015-12
1328,2015-03-24,71,1,shopping bags,5.12,Household & Hygiene,5.12,2015-03
3398,2015-01-18,7,2,citrus fruit,1.5,Fresh Food,3.0,2015-01
3687,2015-02-12,37,3,herbs,6.5,Fresh Food,19.5,2015-02
1572,2015-05-23,4,1,other vegetables,0.8,Fresh Food,0.8,2015-05
3460,2015-11-24,75,1,frozen vegetables,2.5,Frozen & Processed Food,2.5,2015-11
2352,2015-05-05,24,3,pastry,3.1,Bakery & Sweets,9.3,2015-05
4816,2015-07-31,4,1,other vegetables,0.8,Fresh Food,0.8,2015-07
1152,2015-07-19,69,3,domestic eggs,1.25,Fresh Food,3.75,2015-07
1120,2015-06-11,15,1,specialty bar,5.2,Bakery & Sweets,5.2,2015-06
4258,2015-07-18,14,3,chocolate,11.5,Bakery & Sweets,34.5,2015-07
4336,2015-09-10,38,2,soda,0.8,Beverages,1.6,2015-09
1395,2015-08-25,80,2,salty snack,0.5,Snacks,1.0,2015-08
3581,2015-09-24,78,2,baking powder,1.8,Pantry Staples,3.6,2015-09
1762,2015-07-01,50,1,bottled beer,1.8,Beverages,1.8,2015-07
2659,2015-12-08,20,3,brown bread,0.8,Bakery & Sweets,2.4000000000000004,2015-12
4120,2015-01-17,131,3,roll products,8.6,Specialty & Seasonal,25.799999999999997,2015-01
2420,2015-03-08,71,2,shopping bags,5.12,Household & Hygiene,10.24,2015-03
2816,2015-09-30,22,2,root vegetables,1.8,Fresh Food,3.6,2015-09
1711,2015-02-26,2,2,whole milk,1.8,Dairy,3.6,2015-02
2884,2015-12-28,51,3,dessert,1.15,Bakery & Sweets,3.4499999999999997,2015-12
4153,2015-06-13,12,2,fruit/vegetable juice,2.1,Beverages,4.2,2015-06
2184,2015-05-11,45,1,curd,9.8,Dairy,9.8,2015-05
4381,2015-09-30,4,2,other vegetables,0.8,Fresh Food,1.6,2015-09
2920,2015-03-27,13,2,packaged fruit/vegetables,3.5,Fresh Food,7.0,2015-03
3967,2015-01-21,22,3,root vegetables,1.8,Fresh Food,5.4,2015-01
3135,2015-03-13,15,1,specialty bar,5.2,Bakery & Sweets,5.2,2015-03
3459,2015-08-05,35,3,sugar,1.2,Bakery & Sweets,3.5999999999999996,2015-08
2868,2015-01-09,103,1,semi-finished bread,1.1,Frozen & Processed Food,1.1,2015-01
2989,2015-01-06,3,1,pip fruit,3.0,Fresh Food,3.0,2015-01
1440,2015-09-06,71,2,shopping bags,5.12,Household & Hygiene,10.24,2015-09
2796,2015-05-19,51,2,dessert,1.15,Bakery & Sweets,2.3,2015-05
1074,2015-10-16,158,3,flower (seeds),6.8,Household & Hygiene,20.4,2015-10
2565,2015-09-28,91,3,frozen dessert,2.8,Frozen & Processed Food,8.399999999999999,2015-09
1197,2015-01-16,14,3,chocolate,11.5,Bakery & Sweets,34.5,2015-01
1971,2015-08-16,12,1,fruit/vegetable juice,2.1,Beverages,2.1,2015-08
3327,2015-03-26,17,3,bottled water,0.5,Beverages,1.5,2015-03
1168,2015-03-06,75,1,frozen vegetables,2.5,Frozen & Processed Food,2.5,2015-03
2814,2015-09-18,15,1,specialty bar,5.2,Bakery & Sweets,5.2,2015-09
3298,2015-05-26,2,1,whole milk,1.8,Dairy,1.8,2015-05
3728,2015-11-12,33,1,frozen potato products,3.0,Frozen & Processed Food,3.0,2015-11
2116,2015-08-29,18,1,yogurt,2.2,Dairy,2.2,2015-08
1139,2015-01-19,28,2,misc. beverages,1.2,Beverages,2.4,2015-01
2463,2015-12-26,38,1,soda,0.8,Beverages,0.8,2015-12
2978,2015-06-27,96,1,hygiene articles,7.5,Household & Hygiene,7.5,2015-06
4525,2015-10-07,96,2,hygiene articles,7.5,Household & Hygiene,15.0,2015-10
1213,2015-09-14,50,2,bottled beer,1.8,Beverages,3.6,2015-09
4332,2015-11-24,41,2,processed cheese,6.4,Dairy,12.8,2015-11
1729,2015-12-15,82,3,pet care,5.8,Pet Care,17.4,2015-12
1695,2015-02-04,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2015-02
3503,2015-11-29,3,1,pip fruit,3.0,Fresh Food,3.0,2015-11
4264,2015-05-11,47,1,popcorn,2.4,Bakery & Sweets,2.4,2015-05
1545,2015-02-28,56,1,white wine,14.2,Beverages,14.2,2015-02
3195,2015-07-08,96,2,hygiene articles,7.5,Household & Hygiene,15.0,2015-07
1409,2015-02-17,2,3,whole milk,1.8,Dairy,5.4,2015-02
2800,2015-06-21,20,2,brown bread,0.8,Bakery & Sweets,1.6,2015-06
4453,2015-07-27,38,3,soda,0.8,Beverages,2.4000000000000004,2015-07
4820,2015-01-18,14,2,chocolate,11.5,Bakery & Sweets,23.0,2015-01
3716,2015-10-08,154,1,cake bar,2.4,Bakery & Sweets,2.4,2015-10
3270,2015-05-15,17,3,bottled water,0.5,Beverages,1.5,2015-05
3410,2015-01-16,89,1,spread cheese,2.5,Dairy,2.5,2015-01
3651,2015-10-16,44,3,newspapers,3.2,Specialty & Seasonal,9.600000000000001,2015-10
2049,2015-01-06,40,3,grapes,9.4,Fresh Food,28.200000000000003,2015-01
3507,2015-08-27,36,1,frozen meals,9.7,Frozen & Processed Food,9.7,2015-08
3184,2015-11-20,12,1,fruit/vegetable juice,2.1,Beverages,2.1,2015-11
2648,2015-01-29,22,1,root vegetables,1.8,Fresh Food,1.8,2015-01
1566,2015-02-24,38,2,soda,0.8,Beverages,1.6,2015-02
4105,2015-02-05,74,3,whipped/sour cream,5.5,Dairy,16.5,2015-02
3537,2015-01-25,18,3,yogurt,2.2,Dairy,6.6000000000000005,2015-01
2300,2015-08-05,119,3,long life bakery product,9.9,Bakery & Sweets,29.700000000000003,2015-08
3794,2015-01-04,4,1,other vegetables,0.8,Fresh Food,0.8,2015-01
3756,2015-07-11,13,3,packaged fruit/vegetables,3.5,Fresh Food,10.5,2015-07
4197,2015-02-06,88,3,house keeping products,8.5,Household & Hygiene,25.5,2015-02
4661,2015-05-10,80,1,salty snack,0.5,Snacks,0.5,2015-05
3738,2015-12-30,34,1,flour,2.1,Pantry Staples,2.1,2015-12
4567,2015-10-02,22,3,root vegetables,1.8,Fresh Food,5.4,2015-10
2831,2015-01-06,91,2,frozen dessert,2.8,Frozen & Processed Food,5.6,2015-01
4841,2015-06-09,12,1,fruit/vegetable juice,2.1,Beverages,2.1,2015-06
1776,2015-04-15,25,2,canned beer,1.1,Beverages,2.2,2015-04
1364,2015-07-31,74,2,whipped/sour cream,5.5,Dairy,11.0,2015-07
1926,2015-10-16,2,2,whole milk,1.8,Dairy,3.6,2015-10
3496,2015-09-22,38,2,soda,0.8,Beverages,1.6,2015-09
1498,2015-10-28,2,1,whole milk,1.8,Dairy,1.8,2015-10
4436,2015-12-23,96,3,hygiene articles,7.5,Household & Hygiene,22.5,2015-12
4098,2015-02-06,2,3,whole milk,1.8,Dairy,5.4,2015-02
4707,2015-02-11,22,1,root vegetables,1.8,Fresh Food,1.8,2015-02
4358,2015-06-11,100,1,chewing gum,0.5,Specialty & Seasonal,0.5,2015-06
3290,2015-05-29,38,2,soda,0.8,Beverages,1.6,2015-05
1940,2015-06-04,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,2015-06
3363,2015-08-18,4,1,other vegetables,0.8,Fresh Food,0.8,2015-08
1782,2015-08-01,114,3,napkins,21.8,Household & Hygiene,65.4,2015-08
2756,2015-11-23,45,2,curd,9.8,Dairy,19.6,2015-11
4379,2015-10-01,35,1,sugar,1.2,Bakery & Sweets,1.2,2015-10
4686,2015-10-08,4,1,other vegetables,0.8,Fresh Food,0.8,2015-10
1230,2015-04-06,4,1,other vegetables,0.8,Fresh Food,0.8,2015-04
2918,2015-07-19,105,2,bathroom cleaner,5.8,Household & Hygiene,11.6,2015-07
4604,2015-12-09,70,1,margarine,3.5,Pantry Staples,3.5,2015-12
4489,2015-11-19,45,3,curd,9.8,Dairy,29.400000000000002,2015-11
4408,2015-04-20,11,1,butter,3.2,Dairy,3.2,2015-04
1846,2015-05-28,50,2,bottled beer,1.8,Beverages,3.6,2015-05
1658,2015-06-15,11,3,butter,3.2,Dairy,9.600000000000001,2015-06
3046,2015-01-09,2,3,whole milk,1.8,Dairy,5.4,2015-01
4528,2015-10-13,18,1,yogurt,2.2,Dairy,2.2,2015-10
1132,2015-09-22,2,1,whole milk,1.8,Dairy,1.8,2015-09
2386,2015-12-05,35,3,sugar,1.2,Bakery & Sweets,3.5999999999999996,2015-12
4741,2015-09-08,48,1,finished products,6.5,Frozen & Processed Food,6.5,2015-09
3971,2015-10-19,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,2015-10
3029,2015-02-14,71,3,shopping bags,5.12,Household & Hygiene,15.36,2015-02
2758,2015-02-06,45,1,curd,9.8,Dairy,9.8,2015-02
3969,2015-03-05,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2015-03
2829,2015-10-29,138,1,candles,2.7,Household & Hygiene,2.7,2015-10
4573,2015-12-23,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,2015-12
4726,2015-07-08,10,2,chicken,7.2,Fresh Food,14.4,2015-07
3929,2015-11-06,89,1,spread cheese,2.5,Dairy,2.5,2015-11
1286,2015-07-10,27,1,coffee,8.5,Beverages,8.5,2015-07
1648,2015-05-01,24,1,pastry,3.1,Bakery & Sweets,3.1,2015-05
1544,2015-02-25,80,2,salty snack,0.5,Snacks,1.0,2015-02
2925,2015-03-16,18,1,yogurt,2.2,Dairy,2.2,2015-03
1276,2015-11-23,59,1,hard cheese,4.5,Dairy,4.5,2015-11
1908,2015-07-26,11,1,butter,3.2,Dairy,3.2,2015-07
2519,2015-05-30,74,3,whipped/sour cream,5.5,Dairy,16.5,2015-05
3096,2015-07-07,122,2,soups,4.5,Frozen & Processed Food,9.0,2015-07
1001,2015-05-02,45,3,curd,9.8,Dairy,29.400000000000002,2015-05
4699,2015-03-29,45,2,curd,9.8,Dairy,19.6,2015-03
1417,2015-09-18,80,2,salty snack,0.5,Snacks,1.0,2015-09
4034,2015-08-29,2,3,whole milk,1.8,Dairy,5.4,2015-08
4711,2015-06-19,2,2,whole milk,1.8,Dairy,3.6,2015-06
3584,2015-12-17,2,2,whole milk,1.8,Dairy,3.6,2015-12
2981,2015-12-03,2,3,whole milk,1.8,Dairy,5.4,2015-12
1820,2015-03-21,20,1,brown bread,0.8,Bakery & Sweets,0.8,2015-03
3793,2015-04-15,2,2,whole milk,1.8,Dairy,3.6,2015-04
1965,2015-08-04,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,2015-08
4903,2015-05-01,12,2,fruit/vegetable juice,2.1,Beverages,4.2,2015-05
1845,2015-02-11,70,3,margarine,3.5,Pantry Staples,10.5,2015-02
2384,2015-01-02,1,1,tropical fruit,7.8,Fresh Food,7.8,2015-01
2584,2015-04-25,86,2,soap,3.8,Household & Hygiene,7.6,2015-04
1193,2015-11-12,22,1,root vegetables,1.8,Fresh Food,1.8,2015-11
4267,2015-09-06,2,1,whole milk,1.8,Dairy,1.8,2015-09
2707,2015-05-05,2,3,whole milk,1.8,Dairy,5.4,2015-05
3214,2015-05-08,18,2,yogurt,2.2,Dairy,4.4,2015-05
1171,2015-01-15,49,2,beverages,1.1,Beverages,2.2,2015-01
1950,2015-11-11,2,2,whole milk,1.8,Dairy,3.6,2015-11
4737,2015-09-19,22,2,root vegetables,1.8,Fresh Food,3.6,2015-09
3589,2015-11-04,18,2,yogurt,2.2,Dairy,4.4,2015-11
2246,2015-08-29,26,3,berries,10.8,Fresh Food,32.400000000000006,2015-08
2128,2015-08-10,38,2,soda,0.8,Beverages,1.6,2015-08
3866,2015-04-21,17,1,bottled water,0.5,Beverages,0.5,2015-04
1882,2015-07-09,22,1,root vegetables,1.8,Fresh Food,1.8,2015-07
2574,2015-08-25,142,2,seasonal products,5.4,Specialty & Seasonal,10.8,2015-08
2011,2015-12-22,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,2015-12
4223,2015-07-20,4,3,other vegetables,0.8,Fresh Food,2.4000000000000004,2015-07
